p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,Identity
2.94E-10,0.815617024,0.784,0.283,4.07E-06,REPTOR,138,MBN
2.95E-10,0.668165645,0.541,0.148,4.08E-06,Deaf1,138,MBN
2.96E-10,0.542989615,0.378,0.082,4.10E-06,meng,138,MBN
3.02E-10,0.677027278,0.757,0.252,4.17E-06,CG11537,138,MBN
3.23E-10,0.406010601,0.108,0.009,4.46E-06,Taf5,138,MBN
3.23E-10,0.724614695,0.514,0.137,4.46E-06,CG9837,138,MBN
3.25E-10,0.567684559,0.324,0.064,4.49E-06,RpII215,138,MBN
3.93E-10,0.461426732,0.514,0.133,5.44E-06,RhoGAP102A,138,MBN
3.99E-10,0.592394648,0.162,0.019,5.51E-06,SdhB,138,MBN
4.09E-10,0.403388423,0.135,0.014,5.65E-06,CG34219,138,MBN
4.10E-10,0.560791747,0.568,0.161,5.67E-06,ash1,138,MBN
4.11E-10,0.542287335,0.378,0.083,5.67E-06,qm,138,MBN
4.35E-10,0.637507196,0.757,0.248,6.01E-06,kek3,138,MBN
4.42E-10,0.698751469,0.568,0.164,6.11E-06,cact,138,MBN
5.13E-10,0.610520182,0.162,0.019,7.09E-06,Lgr1,138,MBN
5.25E-10,0.711244717,0.919,0.359,7.25E-06,Mkp3,138,MBN
5.36E-10,0.614844569,0.622,0.19,7.41E-06,CG2519,138,MBN
5.97E-10,0.521532963,0.27,0.048,8.25E-06,Ref1,138,MBN
6.24E-10,0.659810302,0.324,0.066,8.62E-06,chico,138,MBN
6.35E-10,0.330166867,0.108,0.009,8.77E-06,Ccdc56,138,MBN
6.51E-10,0.470711813,0.514,0.137,8.99E-06,CG8405,138,MBN
6.73E-10,0.865111111,0.459,0.122,9.30E-06,Aef1,138,MBN
6.82E-10,0.613382406,0.865,0.326,9.42E-06,CG14762,138,MBN
7.30E-10,0.503137531,0.838,0.291,1.01E-05,CG4577,138,MBN
7.56E-10,0.583923341,0.297,0.057,1.04E-05,Cp1,138,MBN
7.67E-10,0.385224114,0.135,0.014,1.06E-05,GCC88,138,MBN
7.83E-10,0.583650585,0.324,0.066,1.08E-05,neur,138,MBN
7.91E-10,0.358786216,0.108,0.009,1.09E-05,CG46281,138,MBN
8.12E-10,0.816455038,1,0.608,1.12E-05,Cow,138,MBN
9.84E-10,0.371633949,0.405,0.094,1.36E-05,CG17646,138,MBN
1.11E-09,0.280894253,0.108,0.01,1.53E-05,CG15706,138,MBN
1.12E-09,1.070613651,0.892,0.461,1.55E-05,scrib,138,MBN
1.14E-09,0.382851881,0.162,0.02,1.57E-05,RR48362-transposable-element,138,MBN
1.21E-09,0.76341467,1,0.727,1.67E-05,CG45263,138,MBN
1.22E-09,0.826311759,0.865,0.337,1.69E-05,Pgant9,138,MBN
1.24E-09,0.596916444,0.757,0.262,1.72E-05,Set1,138,MBN
1.26E-09,0.478915446,0.757,0.256,1.74E-05,egh,138,MBN
1.30E-09,0.484820143,0.649,0.199,1.80E-05,Pak,138,MBN
1.31E-09,0.458866025,0.378,0.086,1.81E-05,emb,138,MBN
1.37E-09,0.741639075,0.757,0.284,1.89E-05,C3G,138,MBN
1.44E-09,0.353591403,0.189,0.026,1.98E-05,GckIII,138,MBN
1.45E-09,0.508375667,0.486,0.129,2.01E-05,Rgk2,138,MBN
1.47E-09,0.296540482,0.108,0.01,2.03E-05,Ada2a,138,MBN
1.68E-09,0.769064199,0.486,0.131,2.32E-05,Hr38,138,MBN
1.82E-09,0.728013599,0.541,0.16,2.51E-05,CG32815,138,MBN
1.88E-09,0.384684514,0.189,0.027,2.60E-05,CngA,138,MBN
1.91E-09,0.273039774,0.135,0.015,2.63E-05,CG31915,138,MBN
2.03E-09,0.454002524,0.297,0.059,2.80E-05,CG12194,138,MBN
2.04E-09,0.685485128,0.541,0.158,2.82E-05,CG6282,138,MBN
2.05E-09,0.411373613,0.108,0.01,2.83E-05,CG14722,138,MBN
2.07E-09,0.286794184,0.27,0.049,2.86E-05,CG4751,138,MBN
2.08E-09,0.486575848,0.216,0.034,2.88E-05,Dcr-2,138,MBN
2.14E-09,0.392027891,0.108,0.01,2.95E-05,CG42557,138,MBN
2.20E-09,0.368949886,0.189,0.027,3.04E-05,Wdr81,138,MBN
2.37E-09,0.896802416,0.946,0.458,3.27E-05,mim,138,MBN
2.40E-09,0.499698408,0.649,0.21,3.31E-05,Kul,138,MBN
2.85E-09,0.886534334,0.838,0.348,3.93E-05,Cip4,138,MBN
2.90E-09,0.548473327,0.216,0.035,4.01E-05,l(3)04053,138,MBN
3.07E-09,0.681819193,0.622,0.201,4.24E-05,g,138,MBN
3.10E-09,0.511859308,0.405,0.1,4.28E-05,eas,138,MBN
3.19E-09,0.32714831,0.459,0.118,4.40E-05,htk,138,MBN
3.28E-09,0.92787096,0.973,0.605,4.53E-05,Rbp,138,MBN
3.44E-09,0.373068747,0.216,0.035,4.75E-05,lncRNA:CR45388,138,MBN
3.72E-09,0.38275492,0.351,0.078,5.15E-05,Lrrk,138,MBN
4.16E-09,0.50153546,0.243,0.043,5.75E-05,fliI,138,MBN
4.27E-09,0.373137064,0.541,0.153,5.90E-05,eIF4A,138,MBN
4.34E-09,0.376696638,0.243,0.042,5.99E-05,CG30069,138,MBN
4.58E-09,0.635193655,0.757,0.281,6.33E-05,kek1,138,MBN
4.77E-09,0.499586449,0.27,0.052,6.59E-05,CG1172,138,MBN
4.92E-09,0.351311191,0.243,0.043,6.80E-05,Abp1,138,MBN
4.95E-09,0.458379433,0.649,0.211,6.84E-05,fmt,138,MBN
5.24E-09,1.098110718,0.297,0.063,7.23E-05,dlp,138,MBN
5.87E-09,0.403142379,0.135,0.016,8.10E-05,CG10375,138,MBN
5.94E-09,0.470749854,0.568,0.171,8.20E-05,Sam-S,138,MBN
5.99E-09,0.673870268,0.405,0.104,8.27E-05,H,138,MBN
7.38E-09,0.28483972,0.135,0.016,1.02E-04,Adh,138,MBN
7.76E-09,0.54704634,0.757,0.28,1.07E-04,Hcf,138,MBN
7.91E-09,0.860595859,0.541,0.173,1.09E-04,X11L,138,MBN
8.01E-09,0.550907536,0.514,0.149,1.11E-04,Mkk4,138,MBN
8.13E-09,0.675994324,0.703,0.255,1.12E-04,CG9171,138,MBN
8.31E-09,0.421470001,0.432,0.113,1.15E-04,enok,138,MBN
8.66E-09,0.381939147,0.514,0.145,1.20E-04,GluRIA,138,MBN
8.97E-09,0.730625818,0.784,0.303,1.24E-04,CG8500,138,MBN
9.02E-09,0.42760357,0.649,0.208,1.25E-04,pod1,138,MBN
9.18E-09,0.300979731,0.405,0.1,1.27E-04,CG7028,138,MBN
9.82E-09,0.468572605,0.405,0.104,1.36E-04,Syt12,138,MBN
1.05E-08,0.773831096,0.973,0.449,1.45E-04,wry,138,MBN
1.14E-08,0.395467561,0.108,0.011,1.58E-04,CG15012,138,MBN
1.17E-08,0.377593362,0.486,0.136,1.62E-04,CG43861,138,MBN
1.19E-08,0.546975158,0.405,0.105,1.64E-04,sei,138,MBN
1.20E-08,0.332926318,0.459,0.126,1.65E-04,kra,138,MBN
1.20E-08,0.38672592,0.189,0.029,1.66E-04,CG5270,138,MBN
1.28E-08,-1.702375922,0.865,0.841,1.77E-04,Rbp6,138,MBN
1.35E-08,0.649988448,0.865,0.359,1.87E-04,amon,138,MBN
1.41E-08,0.488954768,0.324,0.073,1.95E-04,CanB,138,MBN
1.42E-08,0.274314884,0.243,0.045,1.97E-04,Tmtc3,138,MBN
1.56E-08,0.419591098,0.162,0.023,2.16E-04,EloB,138,MBN
1.66E-08,0.575539947,0.784,0.31,2.29E-04,NfI,138,MBN
1.70E-08,0.595292738,0.432,0.12,2.35E-04,rump,138,MBN
1.71E-08,0.379532262,0.216,0.037,2.36E-04,mahj,138,MBN
1.78E-08,0.372989019,0.514,0.15,2.46E-04,Df31,138,MBN
1.84E-08,0.482489143,0.541,0.165,2.54E-04,CG6154,138,MBN
1.96E-08,0.790851077,0.919,0.456,2.70E-04,jus,138,MBN
2.05E-08,0.518615495,1,0.919,2.83E-04,Rdl,138,MBN
2.15E-08,0.707861015,0.568,0.185,2.97E-04,Lerp,138,MBN
2.38E-08,0.329625585,0.216,0.037,3.29E-04,CG1344,138,MBN
2.43E-08,0.558383478,0.297,0.065,3.36E-04,eIF4E1,138,MBN
2.43E-08,0.41510696,0.162,0.023,3.36E-04,CG4661,138,MBN
2.61E-08,0.424547186,0.946,0.382,3.61E-04,5-HT1A,138,MBN
2.62E-08,0.675019028,0.595,0.2,3.62E-04,CG14478,138,MBN
2.88E-08,0.505098294,0.595,0.196,3.98E-04,CG10948,138,MBN
3.01E-08,0.528919104,0.432,0.12,4.16E-04,swm,138,MBN
3.12E-08,0.373834024,0.108,0.011,4.31E-04,RhoGAP18B,138,MBN
3.13E-08,0.744955063,1,0.648,4.33E-04,CG17816,138,MBN
3.38E-08,0.395464565,0.432,0.118,4.67E-04,Hel89B,138,MBN
3.42E-08,0.568857837,0.351,0.088,4.72E-04,Droj2,138,MBN
3.45E-08,0.340081539,0.162,0.023,4.76E-04,Bap111,138,MBN
3.78E-08,0.42940187,0.189,0.031,5.22E-04,Prp3,138,MBN
3.85E-08,0.309503075,0.324,0.074,5.32E-04,ytr,138,MBN
3.86E-08,0.662084084,0.703,0.269,5.33E-04,CG42788,138,MBN
3.91E-08,0.505348263,0.541,0.174,5.41E-04,unk,138,MBN
3.98E-08,0.479877466,0.676,0.245,5.50E-04,HERC2,138,MBN
4.03E-08,0.531694329,0.622,0.218,5.57E-04,tow,138,MBN
4.05E-08,0.329055083,0.676,0.229,5.60E-04,CG14408,138,MBN
4.30E-08,0.440848785,0.595,0.198,5.94E-04,gro,138,MBN
4.31E-08,0.346895735,0.541,0.168,5.96E-04,hrg,138,MBN
4.67E-08,0.487080034,0.622,0.219,6.46E-04,CG16711,138,MBN
4.71E-08,0.507239465,0.838,0.326,6.51E-04,vtd,138,MBN
4.73E-08,0.582828296,0.703,0.269,6.54E-04,Dab,138,MBN
4.82E-08,0.448286869,0.649,0.219,6.66E-04,tral,138,MBN
5.04E-08,0.699851396,0.568,0.19,6.97E-04,RasGAP1,138,MBN
5.26E-08,0.444868254,0.297,0.066,7.27E-04,CG14650,138,MBN
5.43E-08,0.344412864,0.108,0.012,7.50E-04,eIF3g1,138,MBN
5.44E-08,0.662721042,0.649,0.234,7.52E-04,Smox,138,MBN
5.59E-08,0.508526812,0.784,0.311,7.72E-04,NAT1,138,MBN
6.46E-08,0.368861669,0.649,0.223,8.93E-04,CG11768,138,MBN
6.55E-08,0.902137007,0.351,0.091,9.05E-04,trr,138,MBN
6.56E-08,0.404836611,0.297,0.067,9.06E-04,CG42588,138,MBN
6.75E-08,0.409058375,0.622,0.213,9.33E-04,Mrtf,138,MBN
6.89E-08,0.874933737,0.405,0.116,9.52E-04,fok,138,MBN
6.90E-08,0.467240301,0.135,0.018,9.54E-04,Sec3,138,MBN
7.00E-08,0.306748539,0.135,0.017,9.67E-04,CG17985,138,MBN
7.31E-08,0.57257978,0.973,0.426,0.001010328,VAChT,138,MBN
7.48E-08,0.628011499,0.73,0.292,0.00103354,fwe,138,MBN
8.15E-08,0.55839211,0.919,0.401,0.001126188,dpr9,138,MBN
8.35E-08,0.75107396,0.973,0.553,0.001153609,CG15765,138,MBN
8.94E-08,0.293477686,0.243,0.048,0.001234373,CG5466,138,MBN
9.41E-08,0.384059401,0.459,0.136,0.001300417,CG8878,138,MBN
9.59E-08,0.364125158,0.135,0.018,0.001324892,RpL7,138,MBN
9.69E-08,0.556192176,0.568,0.196,0.001338287,unc-5,138,MBN
9.79E-08,0.283876725,0.378,0.099,0.001351908,CG6044,138,MBN
9.92E-08,0.411349858,0.351,0.09,0.001371107,Rsf1,138,MBN
1.02E-07,0.357832296,0.108,0.012,0.001403456,GlyRS,138,MBN
1.05E-07,0.35435101,0.432,0.124,0.00145626,Cpsf6,138,MBN
1.08E-07,0.716564227,0.541,0.184,0.001487236,fl(2)d,138,MBN
1.11E-07,0.319791649,0.162,0.025,0.001536233,sqz,138,MBN
1.11E-07,0.552753497,0.541,0.177,0.0015395,Plp,138,MBN
1.12E-07,0.405022145,0.135,0.018,0.001548839,CG31999,138,MBN
1.18E-07,0.804758158,0.405,0.116,0.001625136,CG4502,138,MBN
1.29E-07,0.543232114,0.622,0.23,0.001781595,Lis-1,138,MBN
1.33E-07,0.688569582,0.946,0.469,0.001841208,Gbeta13F,138,MBN
1.39E-07,0.692765153,0.135,0.018,0.001920418,eEF1gamma,138,MBN
1.39E-07,0.400593383,0.378,0.102,0.001924362,Dd,138,MBN
1.40E-07,0.710384141,0.919,0.487,0.001930589,CG42238,138,MBN
1.40E-07,0.562230792,0.459,0.14,0.001940835,Tnpo,138,MBN
1.50E-07,0.380735561,0.432,0.125,0.002078589,PDZ-GEF,138,MBN
1.63E-07,0.394857413,0.514,0.166,0.002255705,Chd1,138,MBN
1.73E-07,0.384743006,0.135,0.018,0.002395621,asRNA:CR43959,138,MBN
1.73E-07,0.370540175,0.757,0.293,0.002395696,Ephrin,138,MBN
1.74E-07,0.51758789,0.838,0.355,0.00240849,CG42324,138,MBN
1.84E-07,0.450805127,0.27,0.06,0.002539134,CG1317,138,MBN
1.86E-07,0.448251931,0.405,0.116,0.002571641,Pp1alpha-96A,138,MBN
1.87E-07,0.70880667,0.946,0.558,0.002580717,dpr12,138,MBN
1.92E-07,0.822117835,0.73,0.317,0.002646181,CG15894,138,MBN
2.02E-07,0.508962037,0.703,0.274,0.002793159,Nf1,138,MBN
2.10E-07,0.326837862,0.189,0.033,0.00290189,Grip163,138,MBN
2.16E-07,0.374913083,0.135,0.019,0.002978244,SuUR,138,MBN
2.34E-07,0.439789879,0.73,0.278,0.003226412,Shawl,138,MBN
2.41E-07,0.345504054,0.216,0.042,0.003330838,MBD-R2,138,MBN
2.45E-07,0.463538526,0.541,0.183,0.003381825,Pif1B,138,MBN
2.45E-07,0.306745805,0.324,0.081,0.003391498,PH4alphaEFB,138,MBN
2.47E-07,0.325679363,0.784,0.313,0.003417138,Shal,138,MBN
2.62E-07,0.495505558,0.514,0.172,0.003614295,Ars2,138,MBN
2.74E-07,0.467988274,0.568,0.2,0.003788278,Nadsyn,138,MBN
2.78E-07,0.758173109,0.432,0.134,0.00384281,CoRest,138,MBN
2.85E-07,0.502603008,0.838,0.366,0.003939027,Gprk2,138,MBN
2.86E-07,0.496548504,0.108,0.013,0.003956928,CG34417,138,MBN
3.02E-07,0.376706254,0.108,0.013,0.004175007,Vps60,138,MBN
3.03E-07,0.599548594,0.243,0.052,0.004187563,kel,138,MBN
3.06E-07,0.473859782,0.595,0.214,0.004233375,Ziz,138,MBN
3.16E-07,0.42010684,0.649,0.238,0.004368282,GramD1B,138,MBN
3.24E-07,0.52291685,0.649,0.247,0.004471443,CG2186,138,MBN
3.43E-07,0.357041843,0.162,0.026,0.004736811,RpL8,138,MBN
3.54E-07,0.611391769,0.189,0.034,0.004889558,Vsx1,138,MBN
3.84E-07,0.544062037,1,0.85,0.005309031,cpx,138,MBN
3.94E-07,0.647327403,0.919,0.468,0.005444846,2mit,138,MBN
3.94E-07,0.303349894,0.135,0.019,0.005445731,alphaCOP,138,MBN
4.01E-07,0.582898902,0.865,0.4,0.005533832,CG12531,138,MBN
4.16E-07,0.276350357,0.324,0.082,0.005745038,Srrm1,138,MBN
4.21E-07,0.378753091,0.108,0.013,0.005815609,baz,138,MBN
4.30E-07,0.295791229,0.297,0.072,0.005938326,Sos,138,MBN
4.87E-07,0.591393408,0.568,0.204,0.006727932,CG13784,138,MBN
4.96E-07,0.252738576,0.27,0.062,0.006853926,CG12391,138,MBN
5.03E-07,0.460087474,1,0.872,0.006949031,Rim,138,MBN
5.17E-07,-1.262719748,1,0.963,0.007141851,IA-2,138,MBN
5.18E-07,0.478876082,0.297,0.075,0.007156148,lute,138,MBN
5.32E-07,0.769273222,0.892,0.51,0.007356362,toc,138,MBN
5.54E-07,0.508178495,0.568,0.208,0.00765333,sbm,138,MBN
6.11E-07,0.576823897,0.919,0.435,0.008446287,side-II,138,MBN
6.16E-07,0.507955861,0.865,0.391,0.008514504,Rab26,138,MBN
6.41E-07,0.462646747,0.676,0.263,0.00884959,CG34355,138,MBN
6.45E-07,0.735784479,0.892,0.537,0.008909298,Plc21C,138,MBN
6.49E-07,1.005161994,0.135,0.02,0.008964207,Gs2,138,MBN
6.51E-07,0.279563584,0.486,0.155,0.008988985,LIMK1,138,MBN
6.54E-07,0.756662583,0.919,0.476,0.009034572,gish,138,MBN
6.63E-07,0.606956831,0.838,0.358,0.009163539,GluRIB,138,MBN
6.76E-07,0.336122931,0.243,0.054,0.009336516,l(3)02640,138,MBN
6.91E-07,0.439280143,0.838,0.362,0.009552693,mgl,138,MBN
7.36E-07,0.588397635,0.649,0.265,0.010163987,Task6,138,MBN
7.66E-07,0.603083927,0.135,0.02,0.01058444,BTBD9,138,MBN
7.91E-07,0.569604735,0.405,0.126,0.010925997,fdl,138,MBN
8.31E-07,0.560870214,1,0.614,0.011481089,CG13739,138,MBN
8.39E-07,0.497789601,0.757,0.328,0.011592458,Fs(2)Ket,138,MBN
8.45E-07,0.335501058,0.135,0.02,0.011677519,CG43789,138,MBN
8.52E-07,0.308647803,0.243,0.054,0.011765117,CG3651,138,MBN
8.58E-07,0.313339485,0.541,0.188,0.011851696,CG31637,138,MBN
8.85E-07,0.279708755,0.243,0.054,0.012225205,Nipsnap,138,MBN
9.21E-07,0.524170468,0.568,0.211,0.012725931,CG42404,138,MBN
9.58E-07,0.694000825,0.405,0.128,0.013239735,RhoGEF2,138,MBN
9.69E-07,0.457743508,0.216,0.046,0.013389531,Fit1,138,MBN
9.80E-07,0.437532424,0.73,0.294,0.013541589,cg,138,MBN
9.84E-07,0.616885984,0.216,0.046,0.013590127,Rab14,138,MBN
1.03E-06,0.458498447,0.351,0.099,0.014190514,Synj,138,MBN
1.03E-06,0.563250635,0.378,0.114,0.014254989,CG7546,138,MBN
1.10E-06,0.576062488,0.243,0.056,0.015202091,CG15309,138,MBN
1.11E-06,0.64290043,1,0.737,0.015302337,cpo,138,MBN
1.11E-06,0.364622725,0.514,0.179,0.015365637,Asx,138,MBN
1.19E-06,0.615174072,0.946,0.467,0.016457068,Dscam4,138,MBN
1.30E-06,0.542365588,0.838,0.394,0.017898378,pAbp,138,MBN
1.31E-06,0.402983629,0.649,0.255,0.018096472,Stat92E,138,MBN
1.33E-06,0.284575336,0.108,0.014,0.018374847,CG9855,138,MBN
1.39E-06,0.417202162,0.595,0.227,0.019181727,lqf,138,MBN
1.41E-06,0.278046184,0.189,0.037,0.019506913,dnt,138,MBN
1.46E-06,0.254717366,0.703,0.278,0.02013519,Ndae1,138,MBN
1.46E-06,0.43359119,0.405,0.125,0.020166098,prd1,138,MBN
1.50E-06,0.356851277,0.243,0.056,0.020733366,TRAM,138,MBN
1.52E-06,0.354583417,0.297,0.077,0.02095788,CG15356,138,MBN
1.54E-06,0.599884989,0.919,0.493,0.021224596,upSET,138,MBN
1.54E-06,0.412213957,0.703,0.288,0.021276989,Bruce,138,MBN
1.55E-06,-0.996579692,1,0.898,0.021381018,shep,138,MBN
1.64E-06,0.376676459,0.108,0.014,0.02259882,bnb,138,MBN
1.74E-06,0.740922136,0.324,0.094,0.023969345,Pect,138,MBN
1.87E-06,0.470050037,0.135,0.021,0.025889236,CG13605,138,MBN
1.88E-06,0.45397584,0.486,0.166,0.02590988,Smurf,138,MBN
1.90E-06,0.267586977,0.108,0.014,0.026312336,Adat1,138,MBN
1.96E-06,0.296760564,0.622,0.234,0.027061074,mld,138,MBN
1.96E-06,0.59556024,0.135,0.021,0.027127263,CG14971,138,MBN
1.97E-06,0.399649277,0.162,0.029,0.027199632,CG14712,138,MBN
1.97E-06,0.300365516,0.108,0.014,0.027256902,RR49033-transposable-element,138,MBN
2.06E-06,0.566412971,1,0.612,0.02850403,dpr8,138,MBN
2.08E-06,0.476749089,0.351,0.103,0.028700833,Eb1,138,MBN
2.15E-06,0.362252055,0.189,0.038,0.029748788,CG14464,138,MBN
2.21E-06,0.3757212,0.73,0.302,0.030510633,CG44247,138,MBN
2.24E-06,0.550991838,0.324,0.094,0.030955761,clu,138,MBN
2.25E-06,0.376567154,0.162,0.029,0.031089257,PIG-T,138,MBN
2.28E-06,0.330885932,0.297,0.078,0.031459335,ZnT33D,138,MBN
2.37E-06,0.275465398,0.189,0.038,0.032734775,dpr5,138,MBN
2.41E-06,0.548467671,0.946,0.499,0.033273439,CG34354,138,MBN
2.57E-06,0.340131222,0.595,0.228,0.035528361,glo,138,MBN
2.58E-06,0.345133181,0.243,0.057,0.035576159,CG15097,138,MBN
2.62E-06,0.288579602,0.378,0.115,0.036171394,CG5674,138,MBN
2.66E-06,0.449049195,0.216,0.048,0.036680679,Hel25E,138,MBN
2.67E-06,0.337436883,0.297,0.079,0.036870068,Akt1,138,MBN
2.78E-06,0.485167609,0.108,0.015,0.038338095,CG8230,138,MBN
2.79E-06,0.260792544,0.405,0.127,0.038524149,CG32547,138,MBN
2.82E-06,0.410933467,0.811,0.347,0.038926858,ab,138,MBN
2.88E-06,0.439467483,0.649,0.262,0.039752941,NaPi-III,138,MBN
2.93E-06,0.404614152,0.486,0.171,0.040512751,lig,138,MBN
2.94E-06,0.647663927,0.946,0.586,0.040551653,fs(1)h,138,MBN
2.96E-06,0.371177631,0.324,0.091,0.040927889,CG10803,138,MBN
3.08E-06,0.457162247,0.243,0.058,0.042565147,loqs,138,MBN
3.18E-06,0.548013706,1,0.812,0.043999309,pan,138,MBN
3.26E-06,0.376314606,0.378,0.118,0.045036668,CG8188,138,MBN
3.27E-06,0.538224881,1,0.586,0.045204516,Dop2R,138,MBN
3.38E-06,0.39261975,0.378,0.118,0.04671856,CG14982,138,MBN
3.68E-06,0.657466278,0.946,0.524,0.05085848,wdb,138,MBN
3.69E-06,0.35182317,0.757,0.324,0.050988592,Spred,138,MBN
3.72E-06,0.421227702,0.73,0.316,0.051356132,Act5C,138,MBN
3.77E-06,0.36684598,0.108,0.015,0.052112726,Arf102F,138,MBN
3.79E-06,0.589875869,0.73,0.312,0.052346997,sbr,138,MBN
3.85E-06,0.437266409,0.703,0.298,0.053254477,stai,138,MBN
4.03E-06,0.479242758,0.135,0.022,0.055610417,sta,138,MBN
4.13E-06,0.512476804,0.676,0.281,0.057092949,Blimp-1,138,MBN
4.16E-06,0.475103582,0.216,0.05,0.057464079,CG12672,138,MBN
4.26E-06,0.355369385,0.649,0.271,0.058887883,Sec16,138,MBN
4.38E-06,0.481243228,0.973,0.585,0.06048546,mamo,138,MBN
4.57E-06,0.266041474,0.216,0.049,0.06307825,Uev1A,138,MBN
4.66E-06,0.321761546,0.243,0.059,0.064407367,CG17508,138,MBN
4.75E-06,0.642023645,0.973,0.597,0.065671076,olf413,138,MBN
4.75E-06,0.312976125,0.378,0.121,0.065684563,galectin,138,MBN
4.84E-06,0.516151172,0.324,0.094,0.066908207,CG9727,138,MBN
4.91E-06,0.633010903,0.892,0.477,0.067864661,kuz,138,MBN
4.92E-06,0.392356393,0.243,0.06,0.067944443,Uhg1,138,MBN
4.95E-06,0.428290986,0.162,0.031,0.068413258,Ubc2,138,MBN
4.99E-06,0.34692269,0.351,0.108,0.06895424,CG43850,138,MBN
5.02E-06,-1.173556228,0.811,0.837,0.069350203,sm,138,MBN
5.05E-06,0.277294485,0.351,0.106,0.069746814,CG10555,138,MBN
5.30E-06,0.630731892,0.865,0.472,0.073275187,CG42402,138,MBN
5.51E-06,0.405645598,0.27,0.072,0.076144889,DnaJ-1,138,MBN
5.57E-06,0.603132195,0.568,0.23,0.076927876,Ufd4,138,MBN
5.60E-06,0.269599993,0.486,0.173,0.07742768,Oda,138,MBN
5.74E-06,0.407030311,0.459,0.165,0.079363229,SERCA,138,MBN
5.92E-06,0.280074569,0.378,0.119,0.081775693,Paip2,138,MBN
5.97E-06,0.454653367,0.243,0.062,0.082499896,l(2)k09913,138,MBN
6.20E-06,0.507783923,0.27,0.073,0.085669036,CG15771,138,MBN
6.28E-06,0.291032043,0.135,0.023,0.086799831,FBti0019285,138,MBN
6.30E-06,0.343506023,0.432,0.149,0.086979207,Nelf-A,138,MBN
6.95E-06,0.366439025,0.189,0.041,0.096043973,Spps,138,MBN
7.01E-06,0.300822375,0.378,0.12,0.096909682,dpr19,138,MBN
7.04E-06,0.382250888,0.676,0.28,0.097203921,eEF1alpha2,138,MBN
7.15E-06,0.409396379,0.189,0.041,0.098794523,CG2698,138,MBN
7.18E-06,0.299772439,0.405,0.132,0.099125964,CG13300,138,MBN
7.19E-06,0.431903584,0.811,0.387,0.099330273,Abl,138,MBN
7.31E-06,0.303031603,0.297,0.084,0.101007728,Pabp2,138,MBN
7.31E-06,0.299674268,0.405,0.134,0.101042119,Cp190,138,MBN
7.57E-06,0.615070105,1,0.64,0.104548805,CG4467,138,MBN
7.82E-06,0.269578595,0.135,0.023,0.108043963,Atg4a,138,MBN
7.95E-06,0.394448854,0.622,0.257,0.109766796,CG8910,138,MBN
8.10E-06,0.337720342,0.757,0.337,0.11186988,RSG7,138,MBN
8.16E-06,0.263827529,0.162,0.031,0.112679359,EMC1,138,MBN
8.28E-06,0.427796309,0.189,0.042,0.114332775,Mipp2,138,MBN
8.38E-06,0.629195789,0.297,0.089,0.115753926,Herc4,138,MBN
8.42E-06,-2.967189321,0.135,0.463,0.116254019,CadN2,138,MBN
8.58E-06,0.757730874,0.162,0.032,0.118499511,dpy,138,MBN
8.96E-06,0.600248877,0.378,0.127,0.123754784,CG42699,138,MBN
9.13E-06,0.317177891,0.405,0.137,0.12609908,Vha68-1,138,MBN
9.21E-06,0.364311943,0.216,0.051,0.127211938,phol,138,MBN
9.82E-06,0.540121229,0.838,0.396,0.135683861,Su(Tpl),138,MBN
1.00E-05,0.415740862,0.541,0.215,0.138122345,poe,138,MBN
1.02E-05,0.293263073,0.297,0.085,0.14115176,Sarm,138,MBN
1.05E-05,0.34042469,0.541,0.209,0.145573743,Ehbp1,138,MBN
1.08E-05,0.265773418,0.324,0.098,0.149189559,Capr,138,MBN
1.10E-05,0.338267961,0.73,0.324,0.151743637,E(Pc),138,MBN
1.11E-05,0.367231583,0.243,0.063,0.152781457,Tsp42Ej,138,MBN
1.11E-05,0.274209039,0.108,0.016,0.152866303,Grik,138,MBN
1.12E-05,0.268981555,0.108,0.016,0.154589666,lncRNA:CR46475,138,MBN
1.13E-05,0.342490852,0.676,0.289,0.156389072,Svil,138,MBN
1.14E-05,0.439965355,0.459,0.169,0.157991837,Pih1D1,138,MBN
1.16E-05,0.301372896,0.378,0.124,0.159847931,Nup358,138,MBN
1.16E-05,0.513158623,0.432,0.157,0.160429661,CG7990,138,MBN
1.25E-05,0.290478907,0.351,0.11,0.172220253,scny,138,MBN
1.28E-05,0.364926096,0.405,0.14,0.176923692,UbcE2H,138,MBN
1.34E-05,0.2613691,0.486,0.181,0.185400215,CG13366,138,MBN
1.35E-05,0.350012793,0.405,0.14,0.186841405,da,138,MBN
1.36E-05,0.372508359,0.486,0.184,0.188475432,Usp10,138,MBN
1.42E-05,0.449662932,0.216,0.054,0.196334959,ssp2,138,MBN
1.43E-05,0.384929926,0.568,0.234,0.198177349,His3.3B,138,MBN
1.45E-05,0.336463955,0.324,0.099,0.199871859,Myo95E,138,MBN
1.55E-05,0.417903997,0.216,0.053,0.214290908,Cdc27,138,MBN
1.67E-05,0.368220649,0.486,0.184,0.230462921,puf,138,MBN
1.67E-05,0.551782105,0.784,0.382,0.231377019,HDAC4,138,MBN
1.69E-05,0.471513596,0.135,0.025,0.232933161,CG11374,138,MBN
1.69E-05,0.496500395,1,0.639,0.233454732,dlg1,138,MBN
